id,category_id,subcategory,status,created_at,updated_at,user_id,description,account_id,email_lead_price,phone_lead_price,instance_type,use_cases,slug,demo_prompt_id,demo_theme_key,demo_template_config,credit_price,service_summary,subcategory_components
3b8bec72-d446-4a8c-985a-f4142e02c06d,09a763f6-6b1c-4406-9e2c-0c8abdf7eae2,Hair Extensions (Service),active,2025-09-29 03:21:38.417169+00,2026-01-30 16:24:28.949022+00,,AI visualization for Hair Extensions across e-commerce and services.,,133.00,417.00,service,"[{""desc"":""Visitors see before/after visuals for Hair Extensions in seconds."",""title"":""Instant Previews""},{""desc"":""Collect emails/phones on export or share to qualify demand."",""title"":""Lead Capture""},{""desc"":""Customize prompts, colors, and guardrails for your brand."",""title"":""On‑brand Results""}]",hair-extensions-service,,amber,"{""logo_url"":""https://api.iconify.design/mdi:hvac.svg?color=%23f59e0b"",""theme_key"":""amber"",""brand_name"":""NextGen Hair Extensions Co""}",4,"Hair extensions is a personalized service where a skilled technician attaches, bonds, or tapes synthetic or human hair to a client's existing hair to add volume, length, or color. This service is commonly offered in various settings including high-end salons, boutique spas, and mobile beauty services. The provider typically offers personalized consultations, color matching, and styling recommendations to ensure a natural-looking result. The outcome is a customized hair enhancement that boosts the client's confidence and complements their personal style.",
3b9e98e2-cd16-414c-b4dc-352a9cd0531f,78a8a056-616e-405b-be6d-d541dbff19e3,General Architectural Services,active,2025-09-29 03:21:38.417169+00,2026-01-30 16:22:36.938295+00,,AI visualization for General Architectural Services services. Let clients preview outcomes before booking.,,250.00,834.00,service,"[{""desc"":""Visitors see before/after visuals for General Architectural Services in seconds."",""title"":""Instant Previews""},{""desc"":""Collect emails/phones on export or share to qualify demand."",""title"":""Lead Capture""},{""desc"":""Customize prompts, colors, and guardrails for your brand."",""title"":""On‑brand Results""}]",general-architectural-services,,neutral,"{""logo_url"":""data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz4KPHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMjgiIGhlaWdodD0iMTI4IiB2aWV3Qm94PSIwIDAgMTI4IDEyOCI+CiAgPGRlZnM+CiAgICA8c3R5bGU+CiAgICAgIC50ZXh0IHsgZm9udC1mYW1pbHk6IEludGVyLCBzeXN0ZW0tdWksIC1hcHBsZS1zeXN0ZW0sIFNlZ29lIFVJLCBSb2JvdG8sIFVidW50dSwgQ2FudGFyZWxsLCBOb3RvIFNhbnMsIEhlbHZldGljYSBOZXVlLCBBcmlhbCwgIkFwcGxlIENvbG9yIEVtb2ppIiwgIlNlZ29lIFVJIEVtb2ppIjsgZm9udC13ZWlnaHQ6IDcwMDsgfQogICAgPC9zdHlsZT4KICA8L2RlZnM+CiAgPHJlY3Qgd2lkdGg9IjEyOCIgaGVpZ2h0PSIxMjgiIHJ4PSIxNiIgZmlsbD0iI2E4NTVmNyIvPgogIDx0ZXh0IHg9IjUwJSIgeT0iNTAlIiBkb21pbmFudC1iYXNlbGluZT0ibWlkZGxlIiB0ZXh0LWFuY2hvcj0ibWlkZGxlIiBmaWxsPSIjZmZmZmZmIiBmb250LXNpemU9IjU2IiBjbGFzcz0idGV4dCI+R0E8L3RleHQ+Cjwvc3ZnPg=="",""theme_key"":""neutral"",""brand_name"":""General Architectural Services Co""}",10,"General Architectural Services is a comprehensive service that involves developing and refining building designs for residential or commercial spaces such as homes, offices, restaurants, and retail stores. It typically includes creating detailed floor plans, elevations, and cross-sections, as well as selecting materials and finishes to achieve a cohesive look and meet functional needs. The goal of General Architectural Services is to produce a well-designed building that meets the client's needs and budget.",
3baa59cc-e7e3-494c-a5f3-6e29965af359,145a4b74-f3bc-42c6-b7fc-c6a70d90d912,General Other Pressed and Blown Glass and Glassware Manufacturing (Service),active,2025-09-29 03:21:38.417169+00,2026-01-30 16:22:06.546585+00,,AI visualization for General Other Pressed and Blown Glass and Glassware Manufacturing across e-commerce and services.,,250.00,834.00,service,"[{""desc"":""Visitors see before/after visuals for General Other Pressed and Blown Glass and Glassware Manufacturing in seconds."",""title"":""Instant Previews""},{""desc"":""Collect emails/phones on export or share to qualify demand."",""title"":""Lead Capture""},{""desc"":""Customize prompts, colors, and guardrails for your brand."",""title"":""On‑brand Results""}]",general-other-pressed-and-blown-glass-and-glassware-manufacturing-service,,slate,"{""logo_url"":""https://api.iconify.design/mdi:hvac.svg?color=%231f2937"",""theme_key"":""neutral"",""brand_name"":""General Other Pressed And Blown Glass And Glassware Manufacturing Inc""}",10,"General other pressed and blown glass and glassware manufacturing is a service where a provider creates custom glass products for various applications—such as tableware, decorative items, scientific equipment, and architectural features for homes, restaurants, laboratories, and public spaces. It typically involves designing, testing, and producing unique glass pieces using techniques like pressing, blowing, and cutting to achieve desired shapes, sizes, and finishes. The outcome is a wide range of custom glass products tailored to meet specific needs and aesthetic requirements.",
3c0d4425-225c-476c-80e0-2a4a0093ba2d,8c07b142-9673-4897-b058-bf81dd2d0ecd,General Other Personal Care Services (E-commerce),active,2025-09-29 03:21:38.417169+00,2026-01-30 16:23:18.150283+00,,AI visualization for General Other Personal Care Services across e-commerce and services.,,33.00,83.00,ecomm,"[{""desc"":""Visitors see before/after visuals for General Other Personal Care Services in seconds."",""title"":""Instant Previews""},{""desc"":""Collect emails/phones on export or share to qualify demand."",""title"":""Lead Capture""},{""desc"":""Customize prompts, colors, and guardrails for your brand."",""title"":""On‑brand Results""}]",general-other-personal-care-services,,neutral,"{""logo_url"":""data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz4KPHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMjgiIGhlaWdodD0iMTI4IiB2aWV3Qm94PSIwIDAgMTI4IDEyOCI+CiAgPGRlZnM+CiAgICA8c3R5bGU+CiAgICAgIC50ZXh0IHsgZm9udC1mYW1pbHk6IEludGVyLCBzeXN0ZW0tdWksIC1hcHBsZS1zeXN0ZW0sIFNlZ29lIFVJLCBSb2JvdG8sIFVidW50dSwgQ2FudGFyZWxsLCBOb3RvIFNhbnMsIEhlbHZldGljYSBOZXVlLCBBcmlhbCwgIkFwcGxlIENvbG9yIEVtb2ppIiwgIlNlZ29lIFVJIEVtb2ppIjsgZm9udC13ZWlnaHQ6IDcwMDsgfQogICAgPC9zdHlsZT4KICA8L2RlZnM+CiAgPHJlY3Qgd2lkdGg9IjEyOCIgaGVpZ2h0PSIxMjgiIHJ4PSIxNiIgZmlsbD0iIzBmNzY2ZSIvPgogIDx0ZXh0IHg9IjUwJSIgeT0iNTAlIiBkb21pbmFudC1iYXNlbGluZT0ibWlkZGxlIiB0ZXh0LWFuY2hvcj0ibWlkZGxlIiBmaWxsPSIjZmZmZmZmIiBmb250LXNpemU9IjU2IiBjbGFzcz0idGV4dCI+R088L3RleHQ+Cjwvc3ZnPg=="",""theme_key"":""neutral"",""brand_name"":""Evergreen General Other Personal Care Services""}",1,"General other personal care services is an e-commerce offering that provides a range of personal care products and solutions for individuals with specific needs or preferences. This service typically includes a curated selection of products for skin, hair, nail, and other personal care concerns, as well as personalized recommendations and support from a dedicated team. The goal is to empower customers to take control of their personal care routines and find products that meet their unique needs and preferences.",
3c996ff7-4bfa-4459-a57d-0fb93c1af91c,145a4b74-f3bc-42c6-b7fc-c6a70d90d912,General Other Pressed and Blown Glass and Glassware Manufacturing (E-commerce),active,2025-09-29 03:21:38.417169+00,2026-01-30 16:24:00.9082+00,,AI visualization for General Other Pressed and Blown Glass and Glassware Manufacturing across e-commerce and services.,,33.00,83.00,ecomm,"[{""desc"":""Visitors see before/after visuals for General Other Pressed and Blown Glass and Glassware Manufacturing in seconds."",""title"":""Instant Previews""},{""desc"":""Collect emails/phones on export or share to qualify demand."",""title"":""Lead Capture""},{""desc"":""Customize prompts, colors, and guardrails for your brand."",""title"":""On‑brand Results""}]",general-other-pressed-and-blown-glass-and-glassware-manufacturing,,slate,"{""logo_url"":""https://api.iconify.design/mdi:hvac.svg?color=%231f2937"",""theme_key"":""neutral"",""brand_name"":""General Other Pressed And Blown Glass And Glassware Manufacturing Inc""}",1,"General other pressed and blown glass and glassware manufacturing is an e-commerce service where a provider designs and produces custom or standard glass items such as vases, tumblers, bowls, and other decorative or functional pieces for residential or commercial spaces. This service typically includes creating unique glass designs, selecting materials and colors, and manufacturing the glassware to meet the customer's specifications. The goal is to deliver high-quality, handmade glass products that meet the customer's needs and enhance their space.",
3d7eafcb-7732-4ca8-92e7-28700f18475f,a52ab122-a512-44b3-a3f5-d3b0a5ae3b20,General Barber Shops,active,2025-09-29 03:21:38.417169+00,2026-01-30 16:21:49.266754+00,,AI visualization for General Barber Shops services. Let clients preview outcomes before booking.,,133.00,417.00,service,"[{""desc"":""Visitors see before/after visuals for General Barber Shops in seconds."",""title"":""Instant Previews""},{""desc"":""Collect emails/phones on export or share to qualify demand."",""title"":""Lead Capture""},{""desc"":""Customize prompts, colors, and guardrails for your brand."",""title"":""On‑brand Results""}]",general-barber-shops,,amber,"{""logo_url"":""https://api.iconify.design/mdi:hair-dryer.svg?color=%23f59e0b"",""theme_key"":""amber"",""brand_name"":""Apex Sample General Barber Shops""}",4,"General barber shops offer a range of traditional and modern grooming services for men, including haircuts, shaves, and styling, typically in a walk-in or appointment-based setting. These shops often cater to residential neighborhoods, commercial districts, and office buildings, providing convenient access to barber services for busy professionals and individuals on-the-go. By providing a welcoming atmosphere and skilled barbers, general barber shops aim to deliver a high-quality grooming experience that leaves customers feeling refreshed and revitalized.",
3d98171c-c5fc-433f-9f79-5cef008a6ca2,7b1d33a8-b7ed-458b-8353-3b9d443c5eba,General Full-Service Restaurants (E-commerce),active,2025-09-29 03:21:38.417169+00,2026-01-30 16:23:49.890757+00,,AI visualization for General Full-Service Restaurants across e-commerce and services.,,33.00,83.00,ecomm,"[{""desc"":""Visitors see before/after visuals for General Full-Service Restaurants in seconds."",""title"":""Instant Previews""},{""desc"":""Collect emails/phones on export or share to qualify demand."",""title"":""Lead Capture""},{""desc"":""Customize prompts, colors, and guardrails for your brand."",""title"":""On‑brand Results""}]",general-full-service-restaurants,,neutral,"{""logo_url"":""data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz4KPHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMjgiIGhlaWdodD0iMTI4IiB2aWV3Qm94PSIwIDAgMTI4IDEyOCI+CiAgPGRlZnM+CiAgICA8c3R5bGU+CiAgICAgIC50ZXh0IHsgZm9udC1mYW1pbHk6IEludGVyLCBzeXN0ZW0tdWksIC1hcHBsZS1zeXN0ZW0sIFNlZ29lIFVJLCBSb2JvdG8sIFVidW50dSwgQ2FudGFyZWxsLCBOb3RvIFNhbnMsIEhlbHZldGljYSBOZXVlLCBBcmlhbCwgIkFwcGxlIENvbG9yIEVtb2ppIiwgIlNlZ29lIFVJIEVtb2ppIjsgZm9udC13ZWlnaHQ6IDcwMDsgfQogICAgPC9zdHlsZT4KICA8L2RlZnM+CiAgPHJlY3Qgd2lkdGg9IjEyOCIgaGVpZ2h0PSIxMjgiIHJ4PSIxNiIgZmlsbD0iI2E4NTVmNyIvPgogIDx0ZXh0IHg9IjUwJSIgeT0iNTAlIiBkb21pbmFudC1iYXNlbGluZT0ibWlkZGxlIiB0ZXh0LWFuY2hvcj0ibWlkZGxlIiBmaWxsPSIjZmZmZmZmIiBmb250LXNpemU9IjU2IiBjbGFzcz0idGV4dCI+R0Y8L3RleHQ+Cjwvc3ZnPg=="",""theme_key"":""neutral"",""brand_name"":""Northstar General Full Service Restaurants Pros""}",1,"General Full-Service Restaurants e-commerce is a service where a provider offers a comprehensive online platform for full-service restaurants to sell their menu items and other products directly to customers. It typically includes e-commerce website development, digital menu boards, online ordering and payment processing, and logistics management to ensure seamless delivery or pickup of orders. The outcome is a fully operational online presence that increases sales and enhances the customer experience for full-service restaurants.",
3e98a578-4174-4659-8e4a-21a008a31499,570e8aea-208e-4b5d-b28a-8d40b40fea71,Solar Panel Design (Service),active,2025-09-29 03:21:38.417169+00,2026-01-30 16:24:37.226655+00,,AI visualization for Solar Panel Design across e-commerce and services.,,250.00,834.00,service,"[{""desc"":""Visitors see before/after visuals for Solar Panel Design in seconds."",""title"":""Instant Previews""},{""desc"":""Collect emails/phones on export or share to qualify demand."",""title"":""Lead Capture""},{""desc"":""Customize prompts, colors, and guardrails for your brand."",""title"":""On‑brand Results""}]",solar-panel-design-service,,amber,"{""logo_url"":""data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz4KPHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMjgiIGhlaWdodD0iMTI4IiB2aWV3Qm94PSIwIDAgMTI4IDEyOCI+CiAgPGRlZnM+CiAgICA8c3R5bGU+CiAgICAgIC50ZXh0IHsgZm9udC1mYW1pbHk6IEludGVyLCBzeXN0ZW0tdWksIC1hcHBsZS1zeXN0ZW0sIFNlZ29lIFVJLCBSb2JvdG8sIFVidW50dSwgQ2FudGFyZWxsLCBOb3RvIFNhbnMsIEhlbHZldGljYSBOZXVlLCBBcmlhbCwgIkFwcGxlIENvbG9yIEVtb2ppIiwgIlNlZ29lIFVJIEVtb2ppIjsgZm9udC13ZWlnaHQ6IDcwMDsgfQogICAgPC9zdHlsZT4KICA8L2RlZnM+CiAgPHJlY3Qgd2lkdGg9IjEyOCIgaGVpZ2h0PSIxMjgiIHJ4PSIxNiIgZmlsbD0iI2Y1OWUwYiIvPgogIDx0ZXh0IHg9IjUwJSIgeT0iNTAlIiBkb21pbmFudC1iYXNlbGluZT0ibWlkZGxlIiB0ZXh0LWFuY2hvcj0ibWlkZGxlIiBmaWxsPSIjZmZmZmZmIiBmb250LXNpemU9IjU2IiBjbGFzcz0idGV4dCI+U1A8L3RleHQ+Cjwvc3ZnPg=="",""theme_key"":""amber"",""brand_name"":""Solar Panel Design Co""}",10,"Solar Panel Design is a service where a provider creates a customized solar panel system plan for residential or commercial properties such as homes, offices, warehouses, and schools. It typically includes a detailed design of the solar panel layout, electrical system configuration, and mounting hardware to ensure optimal energy production and system efficiency. The goal of Solar Panel Design is to provide a tailored solution that maximizes energy savings and meets the specific electrical needs of the property.",
3e9ee9ee-519a-420e-81cd-9f514a079656,09a763f6-6b1c-4406-9e2c-0c8abdf7eae2,Makeup (Service),active,2025-09-29 03:21:38.417169+00,2026-01-30 16:23:12.269541+00,,AI visualization for Makeup across e-commerce and services.,,133.00,417.00,service,"[{""desc"":""Visitors see before/after visuals for Makeup in seconds."",""title"":""Instant Previews""},{""desc"":""Collect emails/phones on export or share to qualify demand."",""title"":""Lead Capture""},{""desc"":""Customize prompts, colors, and guardrails for your brand."",""title"":""On‑brand Results""}]",makeup-service,,pink,"{""logo_url"":""https://api.iconify.design/mdi:lipstick.svg?color=%23ec4899"",""theme_key"":""pink"",""brand_name"":""Makeup Group""}",6,"Makeup is a service offered by beauty salons where a skilled artist applies makeup to enhance a client's natural features and achieve a desired look for special occasions or everyday wear. This service typically includes a personalized consultation to determine the best makeup style and products for the client's skin type and preferences. The goal of makeup is to create a polished, confident appearance that makes the client feel their best.",
3f511733-d683-4ff8-97ef-2c4692e53cdd,a323c8b7-18b2-4af0-96fe-c1e3845a98e7,Rhinoplasty,active,2025-09-29 03:21:38.417169+00,2026-01-30 16:24:35.135355+00,,AI visualization for Rhinoplasty services. Let clients preview outcomes before booking.,,133.00,417.00,service,"[{""desc"":""Visitors see before/after visuals for Rhinoplasty in seconds."",""title"":""Instant Previews""},{""desc"":""Collect emails/phones on export or share to qualify demand."",""title"":""Lead Capture""},{""desc"":""Customize prompts, colors, and guardrails for your brand."",""title"":""On‑brand Results""}]",rhinoplasty,,neutral,"{""logo_url"":""https://api.iconify.design/mdi:account.svg?color=%23a855f7"",""theme_key"":""neutral"",""brand_name"":""Rhinoplasty Inc""}",4,"Rhinoplasty is a medical service provided by a physician to reshape and improve the form and function of a patient's nose. It typically involves a comprehensive evaluation of the nasal structure and a personalized surgical plan to address issues such as breathing difficulties, facial asymmetry, or aesthetic concerns. The goal of rhinoplasty is to achieve a more balanced and harmonious facial appearance while also improving nasal function.",
3fe55f04-6b17-4f74-b89d-d84e0abab943,64fe0f37-5ee5-44d9-a51e-a5dfc003ef9f,General Painting and Wall Covering Contractors (E-commerce),active,2025-09-29 03:21:38.417169+00,2026-01-30 16:24:04.740011+00,,AI visualization for General Painting and Wall Covering Contractors across e-commerce and services.,,50.00,133.00,ecomm,"[{""desc"":""Visitors see before/after visuals for General Painting and Wall Covering Contractors in seconds."",""title"":""Instant Previews""},{""desc"":""Collect emails/phones on export or share to qualify demand."",""title"":""Lead Capture""},{""desc"":""Customize prompts, colors, and guardrails for your brand."",""title"":""On‑brand Results""}]",general-painting-and-wall-covering-contractors,,amber,"{""logo_url"":""https://api.iconify.design/mdi:format-paint.svg?color=%23f59e0b"",""theme_key"":""amber"",""brand_name"":""General Painting And Wall Covering Contractors Pros""}",2,"General Painting and Wall Covering Contractors is a service that provides professional painting and wall covering solutions for various types of properties including residential homes, commercial offices, restaurants, hotels, and retail stores. The provider typically offers high-quality painting and wall covering services including interior and exterior painting, wallpaper installation, and wall covering removal. Their goal is to deliver a seamless and stress-free experience by handling all aspects of the project from preparation to completion. The outcome is a beautifully transformed space with a fresh and updated look that enhances the property's aesthetic appeal.",
4045afea-ee8a-43ef-b0b5-de7c096f1370,dcc10148-fe45-4ab0-8076-79b6c2e52366,Artwork & Wall Decor (E-commerce),active,2025-09-29 03:21:38.417169+00,2026-01-30 16:21:41.366569+00,,AI visualization for Artwork & Wall Decor across e-commerce and services.,,83.00,250.00,ecomm,"[{""desc"":""Visitors see before/after visuals for Artwork & Wall Decor in seconds."",""title"":""Instant Previews""},{""desc"":""Collect emails/phones on export or share to qualify demand."",""title"":""Lead Capture""},{""desc"":""Customize prompts, colors, and guardrails for your brand."",""title"":""On‑brand Results""}]",artwork-wall-decor,,orange,"{""logo_url"":""data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz4KPHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMjgiIGhlaWdodD0iMTI4IiB2aWV3Qm94PSIwIDAgMTI4IDEyOCI+CiAgPGRlZnM+CiAgICA8c3R5bGU+CiAgICAgIC50ZXh0IHsgZm9udC1mYW1pbHk6IEludGVyLCBzeXN0ZW0tdWksIC1hcHBsZS1zeXN0ZW0sIFNlZ29lIFVJLCBSb2JvdG8sIFVidW50dSwgQ2FudGFyZWxsLCBOb3RvIFNhbnMsIEhlbHZldGljYSBOZXVlLCBBcmlhbCwgIkFwcGxlIENvbG9yIEVtb2ppIiwgIlNlZ29lIFVJIEVtb2ppIjsgZm9udC13ZWlnaHQ6IDcwMDsgfQogICAgPC9zdHlsZT4KICA8L2RlZnM+CiAgPHJlY3Qgd2lkdGg9IjEyOCIgaGVpZ2h0PSIxMjgiIHJ4PSIxNiIgZmlsbD0iI2VhNTgwYyIvPgogIDx0ZXh0IHg9IjUwJSIgeT0iNTAlIiBkb21pbmFudC1iYXNlbGluZT0ibWlkZGxlIiB0ZXh0LWFuY2hvcj0ibWlkZGxlIiBmaWxsPSIjZmZmZmZmIiBmb250LXNpemU9IjU2IiBjbGFzcz0idGV4dCI+QVc8L3RleHQ+Cjwvc3ZnPg=="",""theme_key"":""neutral"",""brand_name"":""Artwork & Wall Decor LLC""}",3,"Artwork and wall decor e-commerce is a service where a provider offers a curated selection of art pieces and decorative items for various spaces—such as living rooms, offices, hotel lobbies, restaurants, and retail stores. It typically includes a range of products like paintings, prints, sculptures, mirrors, and other decorative items in various styles and materials. The goal is to provide clients with unique and visually appealing wall decor solutions that enhance their spaces.",
410efc09-2fb2-446f-a9cd-d51e4d3f9a9a,ff5fcffe-cc53-4837-989b-80cc40f4bc04,General Glass Container Manufacturing,active,2025-09-29 03:21:38.417169+00,2026-01-30 16:23:09.744898+00,,AI visualization for General Glass Container Manufacturing products. Let shoppers preview items before purchase.,,33.00,83.00,ecomm,"[{""desc"":""Visitors see before/after visuals for General Glass Container Manufacturing in seconds."",""title"":""Instant Previews""},{""desc"":""Collect emails/phones on export or share to qualify demand."",""title"":""Lead Capture""},{""desc"":""Customize prompts, colors, and guardrails for your brand."",""title"":""On‑brand Results""}]",general-glass-container-manufacturing,,slate,"{""logo_url"":""https://api.iconify.design/mdi:hvac.svg?color=%231f2937"",""theme_key"":""neutral"",""brand_name"":""NextGen General Glass Container Manufacturing Solutions""}",3,"General Glass Container Manufacturing is a service where a provider produces a wide range of glass containers for various industries and applications, including food and beverage, cosmetics, pharmaceuticals, and household products. It typically involves designing and manufacturing custom glass containers in various shapes, sizes, and materials, such as bottles, jars, vials, and tubes. The goal of this service is to provide high-quality glass containers that meet specific customer needs and regulatory requirements.",
414549f1-43b6-4c97-965a-4b30e2e9b128,dcc10148-fe45-4ab0-8076-79b6c2e52366,Gazebo / Pergola (E-commerce),active,2025-09-29 03:21:38.417169+00,2026-01-30 16:22:35.863169+00,,AI visualization for Gazebo / Pergola across e-commerce and services.,,83.00,250.00,ecomm,"[{""desc"":""Visitors see before/after visuals for Gazebo / Pergola in seconds."",""title"":""Instant Previews""},{""desc"":""Collect emails/phones on export or share to qualify demand."",""title"":""Lead Capture""},{""desc"":""Customize prompts, colors, and guardrails for your brand."",""title"":""On‑brand Results""}]",gazebo-pergola,,neutral,"{""logo_url"":""https://api.iconify.design/mdi:deck.svg?color=%23b45309"",""theme_key"":""amber"",""brand_name"":""ProCare Gazebo / Pergola""}",3,"Gazebo and pergola design is a service where a provider offers e-commerce solutions for residential or commercial spaces—such as backyards, patios, gardens, hotels, restaurants, and office courtyards. It typically includes customizable design plans and materials/finishes options so customers can easily select and purchase the perfect gazebo or pergola for their outdoor space. The goal is to provide a seamless online shopping experience for customers to enhance their outdoor living areas.",
41c627b9-bbba-4520-8761-e0f9d072fcfd,ea70e416-7164-4bb2-8990-023d6f4d04ff,Windows (E-commerce),active,2025-09-29 03:21:38.417169+00,2026-01-30 16:22:11.214568+00,,AI visualization for Windows across e-commerce and services.,,50.00,133.00,ecomm,"[{""desc"":""Visitors see before/after visuals for Windows in seconds."",""title"":""Instant Previews""},{""desc"":""Collect emails/phones on export or share to qualify demand."",""title"":""Lead Capture""},{""desc"":""Customize prompts, colors, and guardrails for your brand."",""title"":""On‑brand Results""}]",windows,,neutral,"{""logo_url"":""https://api.iconify.design/mdi:window-closed.svg?color=%230ea5e9"",""theme_key"":""lemon"",""brand_name"":""ClearView Sample Windows Co""}",2,"Windows is an e-commerce service where a provider offers a wide selection of windows for residential or commercial spaces such as homes, apartments, offices, restaurants, and hotels. It typically includes a variety of styles, materials, and features to suit different needs and budgets, with options for customization and installation support. The goal is to provide customers with the right windows to enhance the functionality and aesthetic appeal of their buildings.",
446a614a-1752-4703-a9fe-9f3c8a1f9c37,570e8aea-208e-4b5d-b28a-8d40b40fea71,General Solar Electric Power Generation (E-commerce),active,2025-09-29 03:21:38.417169+00,2026-01-30 16:22:39.333864+00,,AI visualization for General Solar Electric Power Generation across e-commerce and services.,,50.00,133.00,ecomm,"[{""desc"":""Visitors see before/after visuals for General Solar Electric Power Generation in seconds."",""title"":""Instant Previews""},{""desc"":""Collect emails/phones on export or share to qualify demand."",""title"":""Lead Capture""},{""desc"":""Customize prompts, colors, and guardrails for your brand."",""title"":""On‑brand Results""}]",general-solar-electric-power-generation,,amber,"{""logo_url"":""https://api.iconify.design/mdi:lightbulb-on-outline.svg?color=%23f59e0b"",""theme_key"":""amber"",""brand_name"":""Apex General Solar Electric Power Generation Co""}",2,"General Solar Electric Power Generation is a service that enables homeowners and businesses to harness renewable energy through solar power systems. It typically includes designing and engineering solar panel arrays, selecting suitable inverters and mounting hardware, and ensuring compliance with local electrical codes and regulations. The goal is to provide a reliable and efficient solar electric power generation system that reduces energy costs and minimizes environmental impact.",
479e6c77-063a-492d-b40f-1d256127c7a9,ea70e416-7164-4bb2-8990-023d6f4d04ff,Sauna (E-commerce),active,2025-09-29 03:21:38.417169+00,2026-01-30 16:24:37.863267+00,,AI visualization for Sauna across e-commerce and services.,,83.00,250.00,ecomm,"[{""desc"":""Visitors see before/after visuals for Sauna in seconds."",""title"":""Instant Previews""},{""desc"":""Collect emails/phones on export or share to qualify demand."",""title"":""Lead Capture""},{""desc"":""Customize prompts, colors, and guardrails for your brand."",""title"":""On‑brand Results""}]",sauna,,neutral,"{""logo_url"":""data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz4KPHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMjgiIGhlaWdodD0iMTI4IiB2aWV3Qm94PSIwIDAgMTI4IDEyOCI+CiAgPGRlZnM+CiAgICA8c3R5bGU+CiAgICAgIC50ZXh0IHsgZm9udC1mYW1pbHk6IEludGVyLCBzeXN0ZW0tdWksIC1hcHBsZS1zeXN0ZW0sIFNlZ29lIFVJLCBSb2JvdG8sIFVidW50dSwgQ2FudGFyZWxsLCBOb3RvIFNhbnMsIEhlbHZldGljYSBOZXVlLCBBcmlhbCwgIkFwcGxlIENvbG9yIEVtb2ppIiwgIlNlZ29lIFVJIEVtb2ppIjsgZm9udC13ZWlnaHQ6IDcwMDsgfQogICAgPC9zdHlsZT4KICA8L2RlZnM+CiAgPHJlY3Qgd2lkdGg9IjEyOCIgaGVpZ2h0PSIxMjgiIHJ4PSIxNiIgZmlsbD0iIzExMTgyNyIvPgogIDx0ZXh0IHg9IjUwJSIgeT0iNTAlIiBkb21pbmFudC1iYXNlbGluZT0ibWlkZGxlIiB0ZXh0LWFuY2hvcj0ibWlkZGxlIiBmaWxsPSIjZmZmZmZmIiBmb250LXNpemU9IjU2IiBjbGFzcz0idGV4dCI+UzwvdGV4dD4KPC9zdmc+"",""theme_key"":""neutral"",""brand_name"":""Nimbus Sauna Solutions""}",3,"The sauna e-commerce service provides a digital platform for customers to browse, purchase, and have installed a range of sauna products for residential or commercial spaces—such as homes, gyms, spas, hotels, and resorts. It typically includes product selection, configuration, and delivery of sauna units, accessories, and related equipment like steam generators and heaters. The provider also offers guidance on sauna placement and integration with existing spaces. The goal is to help customers create a relaxing and rejuvenating sauna experience in their chosen setting.",
